target,filter,cluster,_RAJ2000,_DEJ2000,S/N,Teff,logg,gamma,Ks,RV,e_RV,logL
16124994-5422262,665,NGC6067,243.20808,-54.3739,102.01,7141,4.12,-999,13.693,-41.69,1.1,0.7
16125001-5417405,665,NGC6067,243.20837,-54.2946,36.17,5776,4.16,-999,14.302,-102.18,0.45,0.32
16125004-5415376,665,NGC6067,243.2085,-54.2604,36.47,6031,4.39,-999,14.586,-7.29,0.33,0.33
16125008-5418591,665,NGC6067,243.20867,-54.3164,33.22,8507,3.5,-999,13.37,-35.24,2.03,1.16
16125018-5411192,665,NGC6067,243.20908,-54.1887,60.23,6163,4.31,-999,13.613,2.72,0.33,0.71
16125029-5419028,665,NGC6067,243.20954,-54.3174,48.62,6385,4.16,-999,14.017,-33.35,0.94,0.51
16125035-5407305,665,NGC6067,243.20979,-54.1251,57.87,8459,3.397,-999,13.601,-29.04,0.79,0.82
16125035-5414433,665,NGC6067,243.20979,-54.2454,83.24,7367,3,-999,13.377,-37.97,1.64,0.94
16125079-5411577,665,NGC6067,243.21163,-54.1994,118.36,6949,4.32,-999,13.578,-34.34,0.93,0.82
16125120-5412126,665,NGC6067,243.21333,-54.2035,59.02,6718,4.24,-999,14.034,-35.36,1.22,0.71
16125125-5408446,665,NGC6067,243.21354,-54.1457,36.8,6050,4.39,-999,14.45,-24.37,0.42,0.33
16125137-5407549,665,NGC6067,243.21404,-54.1319,70.82,7007,4.38,-999,13.513,-37.75,1.23,0.91
16125151-5418516,665,NGC6067,243.21463,-54.3143,42.29,6068,4.35,-999,14.456,-52.56,0.33,0.36
16125198-5410259,665,NGC6067,243.21658,-54.1739,37.24,6192,4.22,-999,13.877,-36.32,1.63,0.53
16125203-5413537,665,NGC6067,243.21679,-54.2316,32.12,7748,3.324,-999,13.345,-37.47,2.48,1.11
16125214-5405214,665,NGC6067,243.21725,-54.0893,23.66,7683,4.558,-999,12.63,-36.57,4.07,1.07
16125224-5413035,665,NGC6067,243.21767,-54.2176,43.71,6163,4.37,-999,14.332,-65.42,0.35,0.44
16125235-5413384,665,NGC6067,243.21812,-54.2273,102.59,6544,4.33,-999,13.894,-39.16,0.42,0.69
16125240-5403038,665,NGC6067,243.21833,-54.0511,25.57,8334,3.602,-999,13.308,-37.86,3.62,1.08
16125291-5412042,665,NGC6067,243.22046,-54.2012,122.6,7178,4.06,-999,13.669,-36.55,0.64,0.88
16125299-5411586,665,NGC6067,243.22079,-54.1996,44.66,6001,4.31,-999,14.064,-60.73,0.31,0.51
16125300-5411290,665,NGC6067,243.22083,-54.1914,67.36,7273,4.14,-999,13.532,-37.45,1.24,0.94
16125358-5412527,665,NGC6067,243.22325,-54.2146,54.68,6141,4.41,-999,14.293,-31.82,0.29,0.56
16125359-5407329,665,NGC6067,243.22329,-54.1258,83.56,6228,4.12,-999,13.959,-29.32,0.28,0.59
16125364-5414466,665,NGC6067,243.2235,-54.2463,39.57,8728,4.154,-999,12.897,-38.41,1.19,1.26
16125390-5406395,665,NGC6067,243.22458,-54.111,99.54,6401,4.22,-999,13.632,-34.78,0.53,0.76
16125407-5413427,665,NGC6067,243.22529,-54.2285,61.23,6719,4.33,-999,13.712,-27.24,0.42,0.71
16125431-5401221,665,NGC6067,243.22629,-54.0228,21.62,7367,3.335,-999,13.552,-41.42,4.87,1.12
16125456-5414393,665,NGC6067,243.22733,-54.2443,36.85,7859,3.428,-999,13.436,-38.51,0.98,1.05
16125466-5418287,665,NGC6067,243.22775,-54.308,41.08,8738,3.581,-999,13.065,-40.96,3.32,1.3
16125497-5423579,665,NGC6067,243.22904,-54.3994,107.71,6018,4.25,-999,13.449,-56.47,0.26,0.83
16125535-5401100,665,NGC6067,243.23063,-54.0194,26.75,7516,3.111,-999,13.093,-40.82,3.9,1.17
16125546-5422313,665,NGC6067,243.23108,-54.3754,37.78,6762,3.96,-999,13.034,-28.93,1.21,1.09
16125547-5409553,665,NGC6067,243.23112,-54.1654,62.08,6297,4.27,-999,13.448,4.71,0.35,0.8
16125548-5414257,665,NGC6067,243.23117,-54.2405,35.85,8855,3,-999,12.991,-43.04,4.24,1.15
16125558-5414576,665,NGC6067,243.23158,-54.2493,32.8,8373,3,-999,13.204,-37.93,4.7,1.06
16125597-5416094,665,NGC6067,243.23321,-54.2693,61.2,6394,4.33,-999,13.776,-42.79,1.23,0.66
16125598-5422425,665,NGC6067,243.23325,-54.3785,98.8,6162,4.06,-999,13.559,-74.97,0.26,0.73
16125613-5415051,665,NGC6067,243.23388,-54.2514,35.44,5993,4.29,-999,13.895,-49.79,0.36,0.43
16125636-5411244,665,NGC6067,243.23483,-54.1901,24.71,6102,4.24,-999,14.486,-41.94,1.02,0.28
16125665-5406166,665,NGC6067,243.23604,-54.1046,39.64,6060,4.23,-999,13.636,9.91,0.45,0.55
16125696-5418268,665,NGC6067,243.23733,-54.3074,45.95,6246,4.06,-999,14.317,-39.49,1.41,0.5
16125702-5422211,665,NGC6067,243.23758,-54.3725,23.4,6527,4.27,-999,13.211,-8.44,1.23,0.99
16125708-5409560,665,NGC6067,243.23783,-54.1656,40.25,6514,4.04,-999,13.717,-39.03,2.49,0.68
16125753-5402498,665,NGC6067,243.23971,-54.0472,31.52,7806,3,-999,13.244,-23.83,2.68,1.2
16125763-5415092,665,NGC6067,243.24013,-54.2526,30.01,6253,4.32,-999,14.51,-32.68,0.45,0.27
16125799-5412475,665,NGC6067,243.24163,-54.2132,32.24,8302,3,-999,13.18,-39.61,3.86,1.14
16125802-5406549,665,NGC6067,243.24175,-54.1153,29.04,5500,3,-999,13.411,-16.43,5.8,1.06
16125803-5414419,665,NGC6067,243.24179,-54.245,31.99,7761,3,-999,13.3,-40.18,4.75,1
16125861-5406426,665,NGC6067,243.24421,-54.1118,32.12,8550,3,-999,13.383,-40.96,4.03,1.11
16125891-5414071,665,NGC6067,243.24546,-54.2353,124.08,6946,4.15,-999,13.662,-44.69,0.38,0.8
16125902-5411320,665,NGC6067,243.24592,-54.1922,44.85,8961,4.249,-999,13.159,-36.75,2.76,1.28
16125913-5419391,665,NGC6067,243.24638,-54.3275,25.23,7799,4.272,-999,13.524,-37.23,3.75,0.97
16125922-5412596,665,NGC6067,243.24675,-54.2166,63.27,7107,5.668,-999,13.843,-44.88,1.74,0.81
16125983-5409419,665,NGC6067,243.24929,-54.1616,45.66,6155,4.33,-999,14.03,-11.85,0.43,0.5
16130037-5409519,665,NGC6067,243.25154,-54.1644,70.23,6678,4.17,-999,13.172,-40.28,1.03,0.96
16130100-5408053,665,NGC6067,243.25417,-54.1348,22.84,6654,4.13,-999,14.059,-34.13,1.52,0.63
16130107-5412492,665,NGC6067,243.25446,-54.2137,22.81,8026,3.443,-999,13.576,-39.31,2.54,1
16130156-5413024,665,NGC6067,243.2565,-54.2173,48.16,6400,4.12,-999,13.685,18.34,0.55,0.68
16130167-5411559,665,NGC6067,243.25696,-54.1989,50.81,7712,4.617,-999,12.785,-38.02,2.07,1.27
16130191-5409299,665,NGC6067,243.25796,-54.1583,116.9,7040,4.771,-999,13.823,-35.37,0.63,0.8
16130216-5413564,665,NGC6067,243.259,-54.2323,109.25,6567,4.35,-999,13.707,-36.52,0.96,0.76
16130269-5408556,665,NGC6067,243.26121,-54.1488,39.8,7628,3.5,-999,12.85,-35.54,1.77,1.25
16130270-5412393,665,NGC6067,243.26125,-54.2109,23.15,6497,4.26,-999,14.54,-47.29,1.92,0.34
16130396-5415273,665,NGC6067,243.2665,-54.2576,53.14,6490,4.24,-999,14.224,-40.33,0.93,0.59
16130397-5408523,665,NGC6067,243.26654,-54.1479,57.43,6068,4.13,-999,13.769,-101.55,0.37,0.62
16130409-5409226,665,NGC6067,243.26704,-54.1563,26.57,7770,3.574,-999,13.358,-38.88,3.01,1.05
16130463-5417103,665,NGC6067,243.26929,-54.2862,43.94,6860,4.44,-999,14.116,-65.46,1.2,0.46
16130468-5405450,665,NGC6067,243.2695,-54.0958,28.49,7512,3,-999,13.153,-41.41,2.85,1.18
16130476-5418472,665,NGC6067,243.26983,-54.3131,60.14,6459,4.25,-999,13.685,-40.82,0.59,0.73
16130480-5417321,665,NGC6067,243.27,-54.2923,33.94,8500,3,-999,13.086,-77.22,0.86,1.31
16130499-5420381,665,NGC6067,243.27079,-54.3439,105.75,6687,4.21,-999,13.401,-11.84,0.67,0.87
16130507-5410027,665,NGC6067,243.27113,-54.1674,109.65,6585,4.36,-999,13.886,-36.28,0.45,0.76
16130507-5424183,665,NGC6067,243.27113,-54.4051,103.29,6418,4.18,-999,13.392,-12.08,0.33,0.87
16130512-5405373,665,NGC6067,243.27133,-54.0937,24.89,6089,4.29,-999,14.488,-70.3,0.65,0.2
16130558-5407178,665,NGC6067,243.27325,-54.1216,103.45,6362,4.51,-999,13.594,-106.49,0.81,0.71
16130567-5411332,665,NGC6067,243.27363,-54.1926,30.98,5559,3.88,-999,14.542,-87.45,0.33,0.18
16130589-5410220,665,NGC6067,243.27454,-54.1728,32.53,5901,4.34,-999,14.356,-48.18,0.37,0.3
16130620-5422178,665,NGC6067,243.27583,-54.3716,31.33,6624,4.38,-999,13.015,-4.03,2.33,1.12
16130628-5419350,665,NGC6067,243.27617,-54.3264,55.35,6503,4.3,-999,13.777,-36.03,1.41,0.69
16130634-5408379,665,NGC6067,243.27642,-54.1439,29.08,7934,3.112,-999,13.43,-37.83,2.12,1.06
16130681-5411578,665,NGC6067,243.27838,-54.1994,74.46,6875,4.23,-999,13.715,0.79,0.69,0.74
16130691-5405368,665,NGC6067,243.27879,-54.0936,26.97,6847,4.32,-999,13.173,-39.1,3.19,0.98
16130703-5401019,665,NGC6067,243.27929,-54.0172,23.35,7250,2.909,-999,13.039,-39.06,0.84,1.19
16130709-5419547,665,NGC6067,243.27954,-54.3319,28.6,7199,4.5,-999,13.042,-40.22,3.2,1.17
16130711-5410279,665,NGC6067,243.27963,-54.1744,58.46,6666,4.23,-999,13.594,-36.16,0.6,0.81
16130717-5408296,665,NGC6067,243.27988,-54.1416,29.08,8059,2.921,-999,13.592,-33.16,4.02,1.07
16130726-5410204,665,NGC6067,243.28025,-54.1723,66.13,7018,4.32,-999,13.653,-35.66,1.71,0.83
16130744-5409531,665,NGC6067,243.281,-54.1647,68.75,6215,4.26,-999,13.633,5.9,0.31,0.71
16130773-5415542,665,NGC6067,243.28221,-54.2651,30.2,5943,4.48,-999,14.493,-29.01,0.37,0.25
16130782-5417430,665,NGC6067,243.28258,-54.2953,43.52,5969,4.44,-999,14.202,-16.81,0.3,0.43
16130798-5407144,665,NGC6067,243.28325,-54.1207,21.32,6251,3.62,-999,14.653,-88.18,0.39,0.14
16130799-5408468,665,NGC6067,243.28329,-54.1463,18.55,6204,4.54,-999,14.458,-45.53,0.55,0.29
16130853-5416492,665,NGC6067,243.28554,-54.2803,28.09,5759,4.37,-999,14.468,-54.91,0.36,0.27
16130882-5412043,665,NGC6067,243.28675,-54.2012,30.65,7583,3.264,-999,13.22,-35.13,1.96,1.11
16130907-5424138,665,NGC6067,243.28779,-54.4038,107.92,6479,4.22,-999,13.521,-45.97,0.51,0.82
16130919-5416010,665,NGC6067,243.28829,-54.2669,40.21,6320,4.18,-999,14.371,-36.99,1.38,0.4
16130995-5413569,665,NGC6067,243.29146,-54.2325,81.1,6394,4.38,-999,13.45,-35.41,1.17,0.9
16131010-5408277,665,NGC6067,243.29208,-54.141,32.74,8631,3,-999,13.313,-33.98,4.91,1.18
16131056-5410192,665,NGC6067,243.294,-54.172,36.16,8548,3,-999,13.113,-45.02,3.33,1.27
16131067-5415376,665,NGC6067,243.29446,-54.2604,65.19,6580,4.43,-999,13.816,-39.89,1.63,0.77
16131070-5407445,665,NGC6067,243.29458,-54.129,130.13,7206,4.32,-999,13.601,-31.17,0.91,0.92
16131107-5416542,665,NGC6067,243.29612,-54.2817,42.23,8805,5,-999,12.945,-38.39,3.34,1.34
16131169-5405537,665,NGC6067,243.29871,-54.0983,113.68,6487,4.24,-999,13.59,-75.88,0.56,0.79
16131172-5409450,665,NGC6067,243.29883,-54.1625,42.52,6447,4.16,-999,14.393,-36.31,1.51,0.49
16131201-5419447,665,NGC6067,243.30004,-54.3291,38.92,7544,3.99,-999,13.436,-39.38,2.41,1.02
16131222-5421578,665,NGC6067,243.30092,-54.3661,92.06,6564,4.28,-999,13.621,-45.37,0.47,0.74
16131229-5419220,665,NGC6067,243.30121,-54.3228,53.7,6584,4.27,-999,14.017,-46.25,0.78,0.66
16131254-5404586,665,NGC6067,243.30225,-54.0829,36.29,7879,4.457,-999,13.173,-38.13,2.94,1.17
16131280-5413266,665,NGC6067,243.30333,-54.2241,26.97,7957,3,-999,13.334,-34.65,5.01,1.05
16131311-5406501,665,NGC6067,243.30462,-54.1139,40.46,7010,4.3,-999,14.078,-25.19,1.84,0.55
16131320-5407023,665,NGC6067,243.305,-54.1173,35.41,7798,4.42,-999,13.308,-34.28,3.46,1.17
16131333-5422219,665,NGC6067,243.30554,-54.3728,43.64,7458,3.915,-999,13.117,-33.57,3.53,1.18
16131348-5412065,665,NGC6067,243.30617,-54.2018,21.37,8794,3.151,-999,13.274,-33.79,6.51,0.96
16131358-5416185,665,NGC6067,243.30658,-54.2718,35,8153,3.015,-999,13.153,-40.02,2.02,1.19
16131415-5424081,665,NGC6067,243.30896,-54.4023,34.29,5928,4.46,-999,13.245,-39.06,0.38,0.97
16131453-5415058,665,NGC6067,243.31054,-54.2516,41.51,6156,4.36,-999,13.913,-20.71,0.34,0.45
16131467-5410499,665,NGC6067,243.31113,-54.1805,37.35,7029,4.39,-999,13.023,-61.31,0.51,1.02
16131492-5415497,665,NGC6067,243.31217,-54.2638,32.5,8222,4.722,-999,13.125,-36.8,4.8,1.24
16131497-5418550,665,NGC6067,243.31238,-54.3153,43.27,8443,3,-999,13.012,-38.44,3.84,1.28
16131547-5425135,665,NGC6067,243.31446,-54.4204,19.88,7190,4.28,-999,13.062,-37.3,3.11,1.08
16131552-5411505,665,NGC6067,243.31467,-54.1974,127.94,6677,4.24,-999,13.535,-55.89,0.62,0.85
16131568-5408093,665,NGC6067,243.31533,-54.1359,65.85,6779,4.18,-999,13.858,-36.15,1.04,0.79
16131587-5412591,665,NGC6067,243.31613,-54.2164,40.13,8093,3,-999,13.211,-34.46,4.15,1.19
16131593-5426370,665,NGC6067,243.31637,-54.4436,44.32,5500,3,-999,13.288,-21.37,3.56,1.34
16131618-5413353,665,NGC6067,243.31742,-54.2265,36.39,8067,2.947,-999,13.163,-36.65,3.45,1.23
16131626-5417444,665,NGC6067,243.31775,-54.2957,51.43,8325,4.507,-999,13.076,-35.86,2.34,1.26
16131657-5420090,665,NGC6067,243.31904,-54.3358,29.13,8217,2.5,-999,13.072,-43.57,5.84,1.21
16131677-5421075,665,NGC6067,243.31988,-54.3521,64.7,6223,4.15,-999,13.404,-16.7,0.33,0.82
16131683-5412295,665,NGC6067,243.32012,-54.2082,31,5945,4.31,-999,14.574,-40.1,0.73,0.28
16131717-5410383,665,NGC6067,243.32154,-54.1773,89.95,6432,4.32,-999,14.078,-36.43,1,0.61
16131760-5414523,665,NGC6067,243.32333,-54.2479,28.39,8215,2.97,-999,13.163,-40.87,1.89,1.14
16131763-5411528,665,NGC6067,243.32346,-54.198,31.95,8435,2.972,-999,13.195,-40.66,4.01,1.18
16131793-5418471,665,NGC6067,243.32471,-54.3131,35.84,8558,5,-999,12.958,-46.15,4.91,1.25
16131806-5414582,665,NGC6067,243.32525,-54.2495,33.36,5872,4.34,-999,14.378,-40.37,0.39,0.29
16131812-5416035,665,NGC6067,243.3255,-54.2676,37.21,6051,4.42,-999,13.929,-53.57,0.36,0.57
16131817-5425005,665,NGC6067,243.32571,-54.4168,18.29,7787,3.494,-999,13.428,-33.18,5.94,1.07
16131852-5413128,665,NGC6067,243.32717,-54.2202,31.95,8641,3.389,-999,13.07,-38.69,1.26,1.28
16131861-5418337,665,NGC6067,243.32754,-54.3094,47.2,6305,4.11,-999,13.895,8.11,0.57,0.54
16131897-5420155,665,NGC6067,243.32904,-54.3376,91.62,6455,4.23,-999,14.275,-56.37,0.36,0.63
16131917-5416356,665,NGC6067,243.32987,-54.2766,45.66,6246,4.06,-999,14.209,-34.41,1.36,0.47
16131923-5421310,665,NGC6067,243.33013,-54.3586,28.92,5770,4.38,-999,14.195,-35.85,0.36,0.32
16131929-5410381,665,NGC6067,243.33038,-54.1773,96.05,6632,4.28,-999,14.019,-36.36,0.41,0.73
16131986-5412100,665,NGC6067,243.33275,-54.2028,142.04,7547,4.18,-999,13.651,-17.58,0.77,0.95
16131994-5407373,665,NGC6067,243.33308,-54.127,44.65,6364,4.21,-999,14.293,-37.4,0.81,0.51
16132003-5414227,665,NGC6067,243.33346,-54.2396,36.6,5473,4.34,-999,14.269,-16.81,0.29,0.36
16132013-5422108,665,NGC6067,243.33388,-54.3697,117.98,6245,4.11,-999,13.422,-49.27,0.28,0.87
16132087-5412264,665,NGC6067,243.33696,-54.2073,78.58,6723,3.95,-999,13.604,-35.1,0.86,0.9
16132108-5419023,665,NGC6067,243.33783,-54.3173,31.95,6362,4.12,-999,14.476,-78.66,0.42,0.43
16132110-5419343,665,NGC6067,243.33792,-54.3262,24.09,5609,4.43,-999,14.841,-4.55,0.38,0.18
16132133-5404400,665,NGC6067,243.33888,-54.0778,39.95,6251,3.96,-999,14.241,-63.57,0.39,0.5
16132147-5416353,665,NGC6067,243.33946,-54.2765,18.61,8695,4.312,-999,13.322,-36.14,7.88,1.24
16132163-5414381,665,NGC6067,243.34013,-54.2439,40.98,5589,4.45,-999,14.471,13.24,0.4,0.22
16132167-5407585,665,NGC6067,243.34029,-54.1329,23.66,7245,7.175,-999,13.365,-34.63,2.96,0.94
16132181-5405414,665,NGC6067,243.34088,-54.0948,13.81,7766,5.421,-999,13.355,-40.49,5.2,0.95
16132189-5414099,665,NGC6067,243.34121,-54.2361,34.27,6672,4.14,-999,13.145,-39.75,3.02,0.89
16132202-5421223,665,NGC6067,243.34175,-54.3562,38.91,5838,4.738,-999,13.907,-57.4,4.27,0.58
16132237-5409212,665,NGC6067,243.34321,-54.1559,112.26,6677,4.3,-999,13.911,-35.67,0.58,0.8
16132307-5412197,665,NGC6067,243.34613,-54.2055,89.48,6485,4.25,-999,13.876,-40.33,0.88,0.64
16132312-5406557,665,NGC6067,243.34633,-54.1155,92.81,6175,4.17,-999,13.646,-61.02,0.26,0.77
16132325-5424091,665,NGC6067,243.34688,-54.4025,88.75,6453,4.19,-999,13.978,-38.07,0.31,0.67
16132332-5423255,665,NGC6067,243.34717,-54.3904,69.68,6044,4.53,-999,14.157,-5.82,0.26,0.48
16132431-5414414,665,NGC6067,243.35129,-54.2448,42.32,8408,2.946,-999,13.259,-40.48,2.5,1.14
16132434-5416333,665,NGC6067,243.35142,-54.2759,56.07,6185,4.09,-999,13.589,-38.37,0.33,0.64
16132440-5415354,665,NGC6067,243.35167,-54.2598,57.14,5867,4.29,-999,13.636,0.77,0.33,0.65
16132448-5410376,665,NGC6067,243.352,-54.1771,28.63,6268,3.67,-999,14.401,-64.1,1.87,0.13
16132454-5406178,665,NGC6067,243.35225,-54.1049,88.64,6812,4.19,-999,14.081,-59.38,0.8,0.67
16132460-5417326,665,NGC6067,243.3525,-54.2924,34.87,6097,4.22,-999,14.534,-38.39,1.02,0.32
16132467-5410246,665,NGC6067,243.35279,-54.1735,35.54,7310,3,-999,12.858,-38.8,3.17,1.28
16132507-5423107,665,NGC6067,243.35446,-54.3863,25.26,7016,4.11,-999,13.037,-37.48,4.22,1.11
16132523-5421232,665,NGC6067,243.35512,-54.3564,25.28,7088,4.32,-999,13.227,-20.55,3.55,1.08
16132567-5422218,665,NGC6067,243.35696,-54.3727,112.06,6224,4.1,-999,13.7,-29.38,0.26,0.76
16132598-5417233,665,NGC6067,243.35825,-54.2898,33.26,8604,3,-999,13.191,-39.69,4.46,1.2
16132645-5408517,665,NGC6067,243.36021,-54.1477,30.5,6020,3.5,-999,14.356,-59.24,0.45,0.35
16132654-5409094,665,NGC6067,243.36058,-54.1526,36.04,8685,3,-999,12.98,-57.2,3.42,1.28
16132662-5407477,665,NGC6067,243.36092,-54.1299,47.22,6471,4.16,-999,13.996,-35.11,1.45,0.63
16132667-5420120,665,NGC6067,243.36112,-54.3367,21.41,7714,4.293,-999,13.346,-15.14,5.06,1.11
16132721-5414032,665,NGC6067,243.36337,-54.2342,75.29,6624,4.24,-999,13.676,-46.09,0.66,0.65
16132723-5416491,665,NGC6067,243.36346,-54.2803,105.43,6688,4.13,-999,13.931,-77.36,0.77,0.67
16132754-5407485,665,NGC6067,243.36475,-54.1301,24.91,8235,3.406,-999,13.601,-43.75,4.3,1.08
16132808-5414401,665,NGC6067,243.367,-54.2445,79.18,7287,4.05,-999,13.604,-38.27,1.48,0.88
16132853-5414535,665,NGC6067,243.36888,-54.2482,44.97,6118,4.24,-999,13.86,-69.43,0.33,0.48
16132868-5412390,665,NGC6067,243.3695,-54.2108,34.79,7649,3.581,-999,13.334,-34.57,3.46,1.02
16132918-5414580,665,NGC6067,243.37158,-54.2494,133.35,7345,4.06,-999,13.117,-43.62,1.2,0.96
16132938-5410505,665,NGC6067,243.37242,-54.1807,61.67,5628,4.34,-999,13.856,-15.03,0.28,0.6
16132940-5424547,665,NGC6067,243.3725,-54.4152,110.45,6236,4.17,-999,13.447,-27.01,0.25,0.9
16132982-5419287,665,NGC6067,243.37425,-54.3246,22.71,8147,3.377,-999,13.51,-50.97,2.95,1.08
16133011-5408129,665,NGC6067,243.37546,-54.1369,37.71,7750,2,-999,12.831,-28.3,4.21,1.29
16133012-5414246,665,NGC6067,243.3755,-54.2402,60.43,6693,4.29,-999,13.655,-39.06,1.18,0.7
16133027-5415218,665,NGC6067,243.37613,-54.2561,33.31,6606,4.26,-999,14.254,10.7,2.14,0.27
16133043-5416124,665,NGC6067,243.37679,-54.2701,43.26,8470,3,-999,13.029,-36.01,3.54,1.21
16133076-5411289,665,NGC6067,243.37817,-54.1914,32.9,6120,4.15,-999,14.595,-63.13,0.47,0.25
16133086-5408563,665,NGC6067,243.37858,-54.149,106.57,6361,4.19,-999,13.293,1.23,0.26,0.89
16133092-5415385,665,NGC6067,243.37883,-54.2607,60.23,6512,4.44,-999,13.685,-38.39,1.14,0.74
16133098-5410161,665,NGC6067,243.37908,-54.1711,44.48,6110,4.27,-999,14.095,-39.99,0.78,0.55
16133109-5409512,665,NGC6067,243.37954,-54.1642,74.64,7202,4.03,-999,13.515,-43.97,0.63,0.91
16133140-5409119,665,NGC6067,243.38083,-54.1533,71.06,6671,4.15,-999,13.587,-39.36,1.5,0.8
16133176-5411118,665,NGC6067,243.38233,-54.1866,29.74,7464,3.763,-999,13.347,-36.89,3.51,1.08
16133176-5418236,665,NGC6067,243.38233,-54.3066,83.75,6500,4.24,-999,14,-39.2,0.82,0.61
16133204-5408471,665,NGC6067,243.3835,-54.1464,138.74,6459,4.23,-999,13.28,-22.12,0.35,0.96
16133205-5412055,665,NGC6067,243.38354,-54.2015,34,8396,4.921,-999,13.14,-41.4,4.22,1.25
16133209-5414361,665,NGC6067,243.38371,-54.2434,42.09,5604,4.1,-999,14.524,-62.82,0.31,0.13
16133209-5416266,665,NGC6067,243.38371,-54.2741,52.19,6256,4.08,-999,14.335,-81.8,0.34,0.24
16133222-5417353,665,NGC6067,243.38425,-54.2931,93.23,6442,4.31,-999,14.02,-40.8,0.89,0.61
16133249-5409289,665,NGC6067,243.38538,-54.158,74.87,6309,4.23,-999,13.309,-31.43,0.7,0.87
16133302-5411568,665,NGC6067,243.38758,-54.1991,39.67,6173,4.24,-999,14.563,-38.82,0.75,0.35
16133310-5420102,665,NGC6067,243.38792,-54.3362,53.81,5796,4.51,-999,14.214,-13.53,0.27,0.4
16133323-5406421,665,NGC6067,243.38846,-54.1117,98.33,5952,4.48,-999,13.648,-7.21,0.25,0.68
16133331-5408429,665,NGC6067,243.38879,-54.1452,42.91,6436,4.25,-999,14.178,-33.52,1.39,0.6
16133347-5420522,665,NGC6067,243.38946,-54.3478,117.44,6403,4.24,-999,13.743,-5.18,0.31,0.78
16133350-5417314,665,NGC6067,243.38958,-54.2921,41.27,6512,4.26,-999,13.889,15.8,1.42,0.57
16133350-5419141,665,NGC6067,243.38958,-54.3206,74.28,6767,4.22,-999,13.994,-57.28,0.58,0.54
16133352-5415348,665,NGC6067,243.38967,-54.2597,30.62,8812,3,-999,13.023,-38.19,5.45,1.17
16133360-5412347,665,NGC6067,243.39,-54.2096,35,6046,4.15,-999,14.134,-88.78,0.44,0.4
16133399-5417227,665,NGC6067,243.39163,-54.2896,102.56,6438,4.17,-999,13.641,-25.48,0.26,0.76
16133435-5409165,665,NGC6067,243.39313,-54.1546,21.23,5580,4.43,-999,14.66,-36.11,1.3,0.16
16133436-5422191,665,NGC6067,243.39317,-54.372,107.97,7202,4.14,-999,13.587,-36.35,1.09,0.87
16133479-5411082,665,NGC6067,243.39496,-54.1856,45.51,5934,4.57,-999,13.942,-31.54,0.3,0.46
16133487-5410239,665,NGC6067,243.39529,-54.1733,131.83,7195,4.06,-999,13.607,-36.84,0.41,0.93
16133511-5417174,665,NGC6067,243.39629,-54.2882,61.05,6527,4.37,-999,13.536,-36.8,0.87,0.73
16133528-5412533,665,NGC6067,243.397,-54.2148,89.72,6869,4.44,-999,13.552,-33.99,1.24,0.76
16133565-5405465,665,NGC6067,243.39854,-54.0962,32.32,5832,4.46,-999,14.169,-5.94,0.34,0.44
16133570-5416255,665,NGC6067,243.39875,-54.2738,47.96,6494,4.32,-999,13.909,-32.32,1.95,0.57
16133583-5411301,665,NGC6067,243.39929,-54.1917,38.15,8705,4.044,-999,12.845,-41.22,2.4,1.33
16133608-5418483,665,NGC6067,243.40033,-54.3134,125.47,6525,4.32,-999,13.231,2.49,0.41,0.88
16133633-5415583,665,NGC6067,243.40138,-54.2662,105.16,6813,3.92,-999,13.736,-37.12,0.67,0.7
16133638-5410351,665,NGC6067,243.40158,-54.1764,45.12,5638,4.45,-999,14.545,-41.78,0.41,0.16
16133669-5414352,665,NGC6067,243.40287,-54.2431,28.18,7511,4.805,-999,12.94,-36.95,4.17,1.09
16133670-5419567,665,NGC6067,243.40292,-54.3324,107.38,5659,4.53,-999,13.54,18,0.25,0.71
16133673-5411166,665,NGC6067,243.40304,-54.1879,85.08,6441,4.34,-999,14.022,-34.95,1.05,0.63
16133764-5405259,665,NGC6067,243.40683,-54.0905,21.1,7343,3.836,-999,13.24,-41.51,7.03,1.18
16133816-5410093,665,NGC6067,243.409,-54.1692,29.33,9172,5,-999,12.698,-46.17,1.68,1.19
16133845-5408517,665,NGC6067,243.41021,-54.1477,31.22,5965,4.62,-999,14.39,-25.01,0.57,0.35
16133850-5417559,665,NGC6067,243.41042,-54.2989,43.47,7745,3.165,-999,13.094,-45.37,2.21,1.14
16133854-5420113,665,NGC6067,243.41058,-54.3365,47.49,8064,4.712,-999,12.962,-41.07,2.48,1.27
16133862-5408282,665,NGC6067,243.41092,-54.1412,24.62,7753,2.797,-999,13.471,-36.78,4.86,1.09
16133867-5411072,665,NGC6067,243.41113,-54.1853,139.76,6797,5.121,-999,13.461,-33.88,0.57,0.94
16133906-5415120,665,NGC6067,243.41275,-54.2533,26.28,8956,3.061,-999,13.246,-34.88,1.88,1.08
16133907-5405050,665,NGC6067,243.41279,-54.0847,86.95,6169,4.16,-999,13.841,-76.47,0.26,0.64
16133927-5413218,665,NGC6067,243.41363,-54.2227,50.01,6821,4.37,-999,13.71,-49.75,1.61,0.62
16133996-5409138,665,NGC6067,243.4165,-54.1538,36.02,6255,4.08,-999,14.479,-35.72,0.4,0.4
16134021-5410032,665,NGC6067,243.41754,-54.1676,104.59,6756,3.92,-999,13.777,-69.67,0.65,0.76
